f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,is_Stego
-7.0025,-6.4776,-5.8718,1.0615,1.4509,0.92664,-1.6634,-4.1577,-1.8404,8.4843,75.171,7.6709,-6.4481,1.4443,-1.2921,5.472,-7.3409,-6.8502,-6.7292,1.4647,1.4037,1.3538,-1.2858,-1.1571,-1.5286,5.8593,4.7969,7.6126,-6.7159,1.3775,-1.4332,6.8104,-2.7743,0.49175,-1.157,5.1586,-3.699,1.6501,-1.2003,5.6123,-2.9685,0.49465,-1.2075,5.4942,2.8278,2.5546,-0.61378,5.2301,-3.3987,2.1454,-0.7399,4.4788,-1.2152,1.6243,-0.98179,5.8807,-1.6873,1.6926,-0.97097,4.3023,-6.2624,1.0124,-1.7248,7.5687,-2.3115,2.1101,-0.71254,4.591,-2.7161,1.8906,-1.0484,5.1856,-7.7543,1.2832,-1.581,7.5075,1
-6.0623,-6.4818,-6.9116,1.1565,1.3027,1.0268,-1.7918,-4.1775,-1.6479,8.9865,79.134,7.7602,-6.2907,1.2818,-1.3719,5.9855,-6.7132,-6.906,-7.3191,1.2947,1.4212,1.4201,-1.3138,-1.3219,-1.3292,5.6632,6.2019,6.1144,-6.7182,1.3421,-1.3198,6.0164,-2.7429,0.44466,-1.19,5.2907,-3.711,1.6535,-1.2256,5.8319,-2.9473,0.49793,-1.3919,6.1108,2.694,2.5298,-0.63736,5.2015,-3.3061,2.2062,-0.57845,3.8699,-1.9862,2.582,-1.1919,4.7741,-1.8808,2.0642,-1.3829,6.2773,-6.1301,1.0144,-2.0049,9.2411,-2.8526,2.3539,-1.0079,5.0944,-2.9244,1.9688,-0.9973,5.2193,-7.8155,1.2838,-1.4187,6.2092,1
-6.823,-4.9141,-6.7946,1.1488,0.25369,1.1476,-1.4591,-46.54,-1.7255,6.649,2858.6,8.2363,-5.491,0.48157,-2.4456,13.939,-6.2998,-6.4644,-6.6862,1.2621,1.4642,1.2967,-1.3222,-1.3846,-1.2478,5.8779,6.2874,5.868,-6.2316,1.4446,-1.6219,7.8133,-2.6581,0.46665,-1.0926,4.8015,-3.5885,1.524,-1.1824,5.2219,-2.8537,0.51815,-1.1766,5.0803,2.9188,2.3563,-0.55444,5.1523,-3.2357,2.0476,-0.66186,4.4638,-1.6262,1.6017,-1.295,6.8603,-1.5333,1.569,-1.1049,5.345,-6.9128,1.2003,-1.6242,7.4125,-2.4208,2.0019,-0.70602,4.8863,-2.4649,1.9217,-0.93571,5.4939,-7.5535,1.2928,-1.4688,6.7021,1
-6.8457,-6.82,-6.6165,1.4075,1.3299,1.6008,-2.1822,-1.2813,-1.1165,30.643,6.759,6.5066,-6.7338,1.4342,-1.098,5.7013,-5.8089,-5.9286,-5.5055,1.8015,2.0438,2.1783,-0.89334,-0.89243,-0.79492,5.1392,4.7405,4.1632,-5.1127,1.9243,-0.95641,4.6756,-3.4653,0.62416,-0.45207,4.1972,-4.0774,1.5494,-1.0786,5.449,-3.8595,0.73374,-0.26334,3.4563,1.165,2.7341,-0.12851,3.6484,-2.5714,1.9672,-1.0666,4.7849,-1.5588,1.5467,-0.91111,6.5905,-1.5509,1.5774,-1.0261,5.4739,-7.1651,1.4459,-1.0743,6.1612,-1.682,1.9889,-0.63017,5.8271,-1.7166,1.9109,-0.86598,4.6668,-7.6537,1.7994,-0.74936,5.1198,1
-6.9079,-5.659,-6.7849,1.215,0.42699,1.1834,-1.5146,-2.8175,-1.6723,6.3991,16.512,7.7088,-6.3079,1.1649,-1.7288,7.3125,-6.6171,-6.9347,-7.3019,1.3307,1.5113,1.4156,-1.3758,-1.4512,-1.2382,6.1392,7.5025,5.5239,-6.6439,1.3186,-1.4456,6.541,-2.7267,0.45154,-1.1326,5.2534,-3.6862,1.6349,-1.1495,5.1662,-2.9323,0.49965,-1.2507,5.5824,2.8656,2.4293,-0.56558,5.1718,-3.2671,2.1794,-0.61801,3.9644,-1.7739,2.3546,-1.2024,5.5866,-1.7761,2.003,-1.2923,5.5473,-6.9143,1.1168,-1.7512,8.4048,-2.6742,2.2441,-0.7315,5.2545,-2.8607,2.0276,-0.85923,4.784,-7.7373,1.3025,-1.5302,6.9099,1
-6.6388,-4.6803,-6.4539,1.2101,0.27457,1.1935,-1.4097,-50.111,-1.5455,6.1754,2997.6,6.1906,-5.3866,0.78111,-2.1784,10.064,-6.2027,-6.413,-6.5994,1.2548,1.3208,1.3235,-1.393,-1.1997,-1.3596,6.0079,5.2286,6.8164,-6.1437,1.2954,-1.5347,7.3156,-2.6239,0.46643,-1.0925,5.1634,-3.4951,1.5033,-1.213,5.2271,-2.8338,0.49351,-1.043,4.866,3.1803,2.3498,-0.73957,5.6719,-3.1416,1.897,-0.59147,3.7502,-1.3648,1.4728,-1.1899,8.0408,-1.3369,1.2932,-1.1688,5.6223,-6.6097,1.1287,-1.6341,7.0183,-2.2294,1.9733,-0.38794,5.2383,-2.2877,1.7231,-0.71092,4.6268,-7.4611,1.2307,-1.4468,6.517,1
-6.1142,-6.6899,-6.7426,1.0141,1.444,1.231,-1.9535,-4.5379,-1.5747,8.594,87.521,7.176,-6.5856,1.111,-1.7231,8.2508,-6.5336,-6.8149,-6.9673,1.3429,1.36,1.3695,-1.5388,-1.3154,-1.4778,7.1625,5.8244,6.7324,-6.5572,1.3401,-1.3113,5.5556,-2.7319,0.47279,-1.102,4.9851,-3.6036,1.6089,-1.1712,5.1993,-2.942,0.46041,-1.1207,5.2474,3.054,2.3832,-0.57712,5.4533,-3.1611,2.0011,-0.62818,3.9254,-1.4428,1.5806,-1.0868,6.0486,-1.5664,1.5342,-1.4182,6.337,-6.0214,0.90865,-1.858,7.9138,-2.4228,1.8237,-0.67355,5.0229,-2.6737,1.8565,-0.95122,5.1041,-7.6208,1.2228,-1.4539,6.4853,1
-5.6246,-6.4683,-6.7873,0.392,1.3931,1.2936,-2.6934,-5.1647,-1.5954,18.2,104.17,7.5118,-6.7336,1.2116,-1.5451,6.6286,-7.1743,-6.6338,-6.9871,1.2807,1.3017,1.2484,-1.3677,-1.3855,-1.336,5.9492,6.0602,6.4885,-6.7971,1.3279,-1.27,5.5868,-2.9898,0.47871,-1.0667,5.8574,-3.8591,1.4158,-1.2243,5.642,-3.1829,0.51079,-1.0183,4.9074,2.9272,2.0399,-0.40572,6.5726,-3.5605,1.8617,-0.60643,4.201,-1.2621,1.4811,-0.8415,9.5625,-1.4933,1.3159,-1.2091,6.108,-6.5155,1.0897,-1.7133,7.346,-2.4444,2.0272,0.17064,8.2884,-2.6332,1.6666,-0.99622,5.39,-7.8152,1.2637,-1.3973,6.1704,1
-5.622,-6.0415,-6.8083,0.60443,1.2306,1.3636,-16.754,-1.7637,-1.4905,621.04,7.4425,6.4873,-6.2014,1.0261,-1.7787,8.6061,-7.25,-6.6289,-7.0284,1.293,1.3396,1.3602,-1.4087,-1.4169,-1.3543,6.9643,6.9769,6.374,-6.8123,1.3595,-1.1452,4.8621,-2.9919,0.48995,-0.94358,4.7849,-3.8707,1.5154,-1.2973,6.1855,-3.1782,0.48795,-0.97582,5.0382,2.8387,2.1084,-0.14613,5.9505,-3.5979,1.9847,-0.61512,4.2604,-1.1538,1.4897,-0.31402,9.2216,-1.4421,1.2162,-1.3741,8.4472,-6.1181,1.0974,-1.9567,8.4269,-2.4014,2.2209,0.5151,9.4531,-2.5924,1.6131,-1.0443,5.9424,-7.7958,1.277,-1.4368,6.4754,1
-5.9341,-6.2843,-6.9598,0.74812,1.2538,1.317,-11.021,-5.5267,-1.5215,338.89,117.27,6.8318,-6.4316,1.0583,-1.6979,7.846,-7.1209,-6.5697,-6.8064,1.335,1.37,1.4173,-1.288,-1.3351,-1.2656,5.9687,6.2696,5.7617,-6.5903,1.3948,-1.4966,8.6602,-2.7347,0.50812,-1.2932,5.4862,-3.6216,1.7054,-1.1785,5.2754,-2.9227,0.41244,-1.1474,5.4587,3.1172,2.3115,-0.46117,4.937,-3.2922,2.1222,-0.70236,4.1706,-1.2489,1.8579,-0.197,7.6785,-1.4863,1.3452,-1.145,5.5602,-6.5501,1.2205,-1.6496,7.4262,-2.3767,2.5777,0.54165,8.9171,-2.4906,1.7227,-1.0277,5.3699,-7.6285,1.2443,-1.411,6.3682,1
-5.8727,-6.2844,-6.9027,0.46329,1.5752,1.3099,-2.218,-7.0919,-1.5767,12.947,145.66,7.2082,-6.3549,1.0907,-1.7326,7.6345,-7.2094,-6.6961,-6.8393,1.4116,1.4669,1.3112,-1.4554,-1.2483,-1.2697,7.0893,6.0086,5.7875,-6.6678,1.4172,-1.2588,5.4366,-2.7437,0.50289,-1.213,5.1508,-3.6377,1.6467,-1.1109,5.0727,-2.9403,0.44325,-1.1619,5.464,3.0977,2.2897,-0.4341,5.6833,-3.3487,2.0749,-0.59578,3.7398,-1.2013,1.8966,-0.083632,8.8609,-1.4714,1.2825,-1.0945,5.4558,-6.3957,1.1279,-1.7727,8.7934,-2.3537,2.7594,0.57813,8.9245,-2.4963,1.7483,-1.0316,5.2473,-7.6855,1.2602,-1.4387,6.592,1
-6.5202,-6.4776,-6.694,1.2016,1.6362,1.2585,-2.0146,-6.0172,-1.5214,9.8885,115.24,7.0082,-6.2336,0.96103,-1.7769,8.0473,-7.2606,-6.6945,-6.6914,1.353,1.3404,1.2602,-1.3178,-1.2692,-1.2986,6.143,5.693,6.0534,-6.6427,1.3389,-1.3027,5.8612,-2.7594,0.50819,-1.2142,5.3953,-3.6701,1.6255,-1.1337,5.0721,-2.9428,0.47039,-1.1702,5.8093,2.8837,2.4151,-0.43956,5.0246,-3.3941,2.2505,-0.84736,4.8003,-1.2505,1.9104,-0.63261,7.4706,-1.7029,1.9182,-1.2797,5.5,-6.4718,1.1023,-1.7499,8.8073,-2.3286,2.4364,0.13391,8.0123,-2.666,1.9224,-0.95709,5.0834,-7.6841,1.2519,-1.4372,6.4246,1
-6.941,-6.9039,-6.82,0.94039,1.2808,1.3132,-1.6223,-1.574,-1.605,8.2911,7.1044,7.9181,-6.6735,1.1824,-1.7238,8.0871,-7.3974,-6.8063,-6.712,1.5729,1.3415,1.3215,-1.2871,-1.3762,-1.367,5.7701,6.2599,6.3274,-6.6977,1.3509,-1.2749,5.6277,-2.74,0.50154,-1.1739,5.7123,-3.6992,1.6793,-1.1162,5.277,-2.9271,0.52983,-1.2723,6.1152,2.7624,2.7189,-0.46273,5.2857,-3.2955,2.2291,-0.64279,4.2945,-1.4712,2.1603,-0.99459,6.2905,-1.8939,2.1348,-1.1638,4.6313,-6.8548,1.1933,-1.6642,7.8796,-2.4954,2.3717,-0.43048,6.3912,-2.8078,2.0518,-1.0891,6.033,-7.7664,1.2854,-1.4914,6.792,1
-6.5277,-6.066,-6.4738,1.2842,0.96689,1.1566,-1.4017,-2.1467,-1.5454,6.0367,10.427,7.2963,-6.3207,1.1468,-1.6037,6.9897,-6.2234,-6.3526,-6.6038,1.3269,1.4581,1.3298,-1.2149,-1.2617,-1.0966,5.455,5.6756,5.5382,-6.1246,1.3773,-1.1484,5.1471,-2.6033,0.50724,-0.87095,5.5061,-3.4556,1.5606,-1.0228,4.9704,-2.8239,0.55435,-0.70968,4.9691,3.1136,2.6626,0.2938,9.2716,-3.3261,2.0026,-0.60249,4.0261,-1.4109,1.5592,-0.8385,6.2259,-1.2564,1.5299,-1.2205,6.2769,-6.4921,1.0837,-1.4539,6.1221,-2.1752,1.9218,-0.523,5.6603,-2.3286,2.0071,-0.79957,4.9148,-7.4048,1.3242,-1.4914,6.7606,1
-6.9082,-6.5012,-6.9851,1.4629,2.1113,1.4058,-2.0378,-0.62484,-1.2463,28.118,16.404,5.9409,-6.6732,1.8668,-0.18217,5.1986,-5.9153,-5.4837,-5.945,2.0066,2.8826,1.9332,-0.7379,-0.16485,-0.84192,4.0323,3.8881,4.3344,-5.0286,2.4112,-0.49226,4.8092,-3.647,0.69392,-0.35614,3.7765,-4.2765,1.5192,-1.082,5.5022,-4.0148,0.81278,-0.26927,3.4492,1.1082,2.9387,-0.11387,3.7762,-2.6416,2.0451,-1.1058,4.8161,-1.2467,2.2353,0.14623,5.3979,-1.6388,1.54,-0.74572,6.1045,-7.4864,2.0724,-0.12024,6.0117,-1.4517,2.8255,-0.056743,4.8857,-1.81,1.9054,-0.67975,5.0672,-7.7813,2.2884,0.054938,5.4604,1
-6.5531,-6.6218,-6.5244,1.2214,1.0872,1.1035,-1.4792,-1.6185,-1.6059,6.2694,6.7233,7.741,-6.7085,1.3316,-1.3581,5.4548,-6.2029,-6.3168,-6.5076,1.3707,1.4487,1.3295,-1.3901,-1.4866,-1.2992,6.5727,7.2328,6.588,-6.0576,1.3431,-1.2789,6.1709,-2.525,0.54917,-1.0073,5.3167,-3.4668,1.6529,-1.1359,5.7528,-2.7237,0.63473,-1.1021,5.5049,3.0549,3.0174,0.073352,9.6507,-3.2552,2.1242,-0.63101,4.7461,-1.5586,1.6728,-1.0421,6.6514,-1.3675,1.4491,-1.1235,6.0538,-6.5346,1.0603,-1.5511,6.8723,-2.1981,1.9521,-0.67759,5.0506,-2.2724,1.8273,-0.84218,5.1025,-7.4372,1.2817,-1.3461,5.8898,1
-7.0079,-6.9145,-5.8982,1.5362,0.89685,0.14355,-3.0673,-2.011,-3.3633,47.628,10.275,28.074,-6.8233,1.3602,-1.7207,8.0952,-7.0657,-7.5799,-7.5484,1.434,1.5988,1.3757,-1.1182,-1.2513,-1.1651,5.3896,7.1048,5.2654,-7.0878,1.4226,-1.1845,5.3814,-3.1755,0.50542,-0.60016,4.4759,-3.8958,1.5144,-1.1976,6.1943,-3.4974,0.57245,-0.57825,4.485,2.214,2.8243,0.42535,6.5265,-2.8027,1.9445,-0.8615,4.2847,-2.2236,1.7162,-0.86445,5.8305,-2.3795,1.4524,-1.3899,6.7288,-7.2009,1.2792,-1.5049,7.2016,-3.219,1.8773,-0.514,6.9365,-3.3675,1.5518,-1.0228,5.0186,-8.1265,1.3666,-1.2906,6.3754,1
-6.4239,-5.8576,-6.8206,1.4084,0.18879,0.95645,-7.2634,-3.4461,-6.8906,153.4,28.944,160.58,-6.0428,0.77206,-2.2952,10.617,-6.9627,-7.5624,-7.536,1.455,1.6597,1.3994,-1.2046,-1.2392,-1.1811,5.3164,5.5394,5.2925,-7.0248,1.453,-1.4069,6.6896,-3.1442,0.49672,-0.7776,5.4205,-3.8536,1.5246,-1.2088,5.8219,-3.4745,0.56951,-0.39835,4.3052,2.434,2.8771,0.67401,7.6248,-2.8285,1.9169,-1.0359,5.6144,-2.0001,1.6016,-1.1633,7.3479,-2.1763,1.4081,-1.3439,5.9738,-7.0014,1.2873,-1.3854,6.3517,-3.0089,1.6661,-0.54864,7.5641,-3.1549,1.4775,-1.1408,5.3468,-8.0314,1.3508,-1.3932,6.4405,1
-7.0569,-5.7402,-6.3645,1.4772,0.46638,0.80909,-3.2936,-15.144,-7.1672,54.033,593.16,186.3,-6.2611,1.0216,-1.7284,7.4643,-7.0891,-7.5742,-7.1551,1.6183,1.7746,1.2371,-1.1816,-1.0618,-1.2553,5.3656,4.7975,5.5048,-6.897,1.4275,-1.3743,6.5141,-3.0834,0.54911,-0.8193,4.9251,-3.9486,1.5868,-1.1678,5.8456,-3.3645,0.66909,-0.62479,3.8998,2.0451,3.5683,-0.047907,4.418,-2.7203,2.0124,-1.0092,5.6267,-2.3889,2.7357,-0.54221,4.4587,-2.2552,1.4365,-1.266,6.0215,-6.8476,1.0945,-1.6629,7.6786,-3.25,2.4992,-0.35611,5.3263,-3.0811,1.5426,-1.1352,5.6765,-7.9498,1.3605,-1.3244,6.1284,1
-6.7094,-5.6138,-6.0627,1.3131,0.38028,0.80744,-1.5438,-25.468,-9.7438,6.7405,1183.4,261.36,-6.2134,1.2007,-2.1405,12.766,-6.8892,-7.6408,-7.2394,1.5454,1.6621,1.3737,-1.2666,-1.1968,-1.4539,6.0319,5.8198,7.3592,-6.9084,1.3527,-1.166,5.5038,-3.1113,0.50876,-0.71752,4.4038,-3.8827,1.4908,-1.1663,5.3815,-3.3999,0.58196,-0.53233,3.8174,2.4809,2.6046,-0.085176,4.591,-2.8492,1.8984,-0.93709,5.6343,-1.9076,1.8758,-0.85307,4.8275,-1.9646,1.2854,-1.4598,6.9674,-6.7506,1.3681,-1.3825,5.7908,-2.9539,1.9798,-0.62951,5.9052,-3.0676,1.5309,-1.0004,4.7656,-7.9309,1.3803,-1.3185,6.1396,1
-6.5462,-6.8766,-7.43,1.7038,1.2462,1.5064,-4.8204,-4.2963,-3.0949,90.03,82.299,53.277,-6.5526,1.2056,-1.4348,6.3099,-7.0434,-7.3495,-7.5632,1.4604,1.302,1.4926,-1.1154,-1.4507,-1.111,5.3754,6.9715,5.2099,-7.0322,1.4886,-1.4757,7.5121,-3.0944,0.57721,-0.71852,4.2831,-3.9192,1.556,-1.187,5.6342,-3.3739,0.72427,-0.63106,3.9243,2.2875,2.9766,-0.21373,3.9576,-2.8032,2.0299,-0.71424,3.8877,-1.8974,1.7778,-0.6374,5.4193,-2.0937,1.465,-0.84682,4.4361,-6.5125,1.0921,-1.6835,7.3664,-2.8727,2.0241,-0.34645,6.1228,-3.3032,1.9514,-1.0368,4.8442,-8.0872,1.4703,-1.297,6.1117,1
-6.5948,-7.1118,-6.6243,1.2136,0.99067,0.58734,-5.1286,-1.6624,-2.5635,104.16,7.7475,14.808,-6.3797,1.0186,-2.1958,9.9983,-6.9699,-7.5959,-7.5635,1.3567,1.48,1.3301,-1.2261,-1.1368,-1.3782,6.0734,5.273,7.2117,-7.048,1.3375,-1.3095,6.1132,-3.1689,0.52052,-0.5791,4.6825,-3.8618,1.5134,-1.2147,5.9007,-3.4975,0.60412,-0.40489,4.6284,2.4343,2.8773,0.66526,7.4815,-2.8255,1.8218,-1.1081,6.8493,-1.9531,1.4716,-0.86757,5.6923,-2.1409,1.3517,-1.4062,7.119,-7.1814,1.374,-1.3578,6.1153,-2.9533,1.6826,-0.55558,7.2373,-3.1824,1.478,-1.1457,5.6535,-8.0864,1.4068,-1.4715,6.9675,1
-6.6062,-7.1278,-6.5239,1.2065,1.0027,0.48291,-5.1405,-1.6923,-2.4879,105.07,8.3219,14.517,-6.3624,0.93402,-1.9356,7.8838,-6.9989,-7.643,-7.5872,1.4918,1.5698,1.3614,-1.4606,-1.1943,-1.3846,8.0743,5.5579,6.5737,-7.0787,1.3895,-1.2583,5.7548,-3.1836,0.51667,-0.50737,4.4194,-3.8779,1.4854,-1.1242,5.5416,-3.5046,0.59787,-0.41049,4.9183,2.4105,2.9717,0.5447,7.7248,-2.8338,1.7794,-0.97321,4.8386,-1.955,1.4919,-0.952,6.2824,-2.1404,1.3578,-1.5342,9.1335,-7.1891,1.3613,-1.3608,6.4531,-2.9539,1.694,-0.61808,7.7221,-3.182,1.4728,-1.122,5.4397,-8.0969,1.3931,-1.367,6.1323,1
-6.1316,-6.0793,-6.4667,0.29859,0.39833,1.2574,-2.8404,-20.601,-4.6429,22.413,917.07,92.112,-6.0586,0.82724,-2.1591,9.9748,-7.5291,-7.5168,-7.0452,1.6077,1.431,1.724,-1.2845,-1.7498,-1.0904,6.0379,11.673,5.4563,-7.0206,1.4778,-1.2006,5.716,-3.1312,0.52729,-0.79843,4.8443,-3.855,1.5459,-1.2749,6.2346,-3.428,0.56155,-0.60325,4.1604,2.5217,2.811,0.36564,6.0843,-2.8328,1.7826,-0.94895,5.3737,-1.5427,1.624,-0.74381,6.2383,-1.9602,1.2054,-1.3143,5.495,-6.8317,1.1615,-1.2586,5.368,-2.3825,1.8542,-0.51666,7.1835,-3.2231,1.4712,-1.3758,6.8339,-8.0593,1.4343,-1.2243,5.8393,1
-6.6362,-6.0588,-5.7429,1.4495,0.27984,0.29295,-4.1079,-3.9672,-34.452,73.254,46.986,1879.9,-6.487,1.2089,-1.5418,7.8452,-6.8359,-7.5366,-7.5205,1.7627,1.6323,1.5113,-1.1569,-1.1592,-1.2607,5.6781,5.6676,6.1043,-6.9672,1.6574,-1.0991,5.3016,-3.0851,0.55722,-0.61885,4.097,-3.7893,1.6106,-1.082,5.4831,-3.4218,0.5888,-0.57392,4.3948,2.4826,2.9248,0.35544,6.5577,-2.8058,1.8166,-0.91602,4.8646,-1.9755,1.5774,-1.0694,7.0769,-2.1755,1.3685,-1.436,6.7624,-6.823,1.2791,-1.4356,6.5035,-3.0515,1.7408,-0.46954,7.4183,-3.147,1.4525,-1.1397,5.5681,-7.9491,1.5123,-1.2233,6.055,1
-7.0233,-7.0075,-6.7997,1.3936,1.353,1.4264,-2.2066,-1.3605,-1.2275,29.817,6.3324,5.9103,-6.961,1.4091,-1.3694,6.5179,-6.0574,-6.183,-5.8628,1.9524,2.1799,2.4666,-0.94896,-0.79004,-0.81458,5.0608,3.9304,3.6963,-5.4429,2.2484,-1.0099,4.2181,-3.7515,0.6591,-0.36985,4.0225,-4.3847,1.5032,-1.1363,5.8729,-4.1383,0.79281,-0.18836,3.694,0.91636,2.6462,-0.066544,4.3428,-2.75,1.916,-1.1316,5.2056,-1.7672,1.5941,-0.7313,7.1656,-1.6928,1.4373,-1.1649,5.2536,-7.5163,1.4504,-1.3093,6.3782,-1.9157,2.0965,-0.48922,6.261,-1.9822,2.0976,-0.93984,4.3153,-7.8994,1.655,-0.99994,5.0227,1
-6.8141,-6.6874,-5.6331,1.4049,0.72207,0.20379,-5.1833,-1.8746,-41.539,102.58,10.576,2729.8,-6.5771,1.2157,-1.6622,7.7768,-6.9953,-7.541,-7.5783,1.4071,1.4577,1.4647,-1.2279,-1.1476,-1.2189,5.7696,5.5462,5.2748,-7.0645,1.4502,-1.3001,5.9568,-3.184,0.49325,-0.99216,5.3235,-3.8813,1.488,-1.1877,5.4944,-3.5214,0.5053,-0.7121,4.5106,2.169,2.5801,0.017049,5.7707,-2.7979,1.9389,-0.93476,4.7654,-2.2655,1.6943,-0.97428,5.8731,-2.4483,1.4363,-1.1431,5.0297,-6.7487,0.98456,-1.6515,7.7357,-3.2427,1.7842,-0.47515,7.1432,-3.4065,1.503,-1.0861,5.4387,-8.0927,1.3199,-1.3239,6.3608,1
-7.1015,-5.3819,-5.9444,1.4498,0.27558,0.28331,-3.538,-32.889,-2.9711,59.158,1864.4,19.764,-5.8761,0.77269,-2.3525,12.92,-7.0691,-7.659,-7.3165,1.5361,1.7262,1.4299,-1.2033,-1.063,-1.5627,5.5966,5.2695,8.2372,-6.9905,1.4075,-1.3136,6.3446,-3.1134,0.53285,-0.75023,4.3874,-3.9134,1.5311,-1.1772,5.4943,-3.4083,0.65707,-0.59101,3.7796,2.2277,3.3323,0.037162,4.4183,-2.7391,1.8779,-0.82,4.0438,-2.0649,1.8568,-0.62607,4.8481,-2.1918,1.4296,-1.3257,6.008,-7.2396,1.4598,-1.3479,6.0585,-3.1187,2.2845,-0.70119,6.7084,-3.2474,1.7083,-1.1249,5.391,-8.03,1.365,-1.3559,7.0103,1
-6.733,-5.6966,-6.9958,1.4429,0.35092,1.0905,-3.9485,-26.109,-1.7336,70.781,1274.3,7.8297,-6.3854,1.2085,-1.8966,9.1539,-6.9952,-7.6203,-7.1979,1.5677,1.5769,1.2987,-1.2381,-1.0705,-1.3834,6.1768,5.0584,7.0177,-6.9496,1.3765,-1.4011,8.2084,-3.1595,0.54546,-0.67955,4.2118,-3.8922,1.5012,-1.1807,5.4434,-3.4822,0.65965,-0.48956,3.9766,2.3209,2.9769,0.1453,5.2968,-2.8056,1.92,-0.91875,4.7355,-1.9643,1.7511,-0.76894,5.1704,-1.9989,1.2959,-1.4509,7.4577,-6.7168,1.3305,-1.4152,5.6405,-2.9772,2.0145,-0.68819,6.2281,-3.1472,1.7109,-1.0702,5.2488,-7.9873,1.3656,-1.3156,6.044,1
-6.5403,-6.5582,-6.9355,1.3888,1.1138,1.3116,-2.9239,-3.6986,-2.8881,44.885,66.278,46.562,-6.6846,1.3516,-1.3297,6.5847,-7.2441,-7.675,-7.2238,1.5841,1.7001,1.391,-1.1187,-1.122,-1.2522,6.0704,5.3666,6.1259,-7.0178,1.4332,-1.2951,6.3913,-3.1605,0.57549,-0.83821,4.3028,-4.0461,1.5814,-1.1125,5.1353,-3.4444,0.72625,-0.7062,3.9317,1.6582,3.2306,-0.26797,3.9838,-2.6694,1.9689,-0.89168,4.3348,-2.4691,1.8088,-0.56656,5.0103,-2.4421,1.4388,-1.1919,5.7447,-6.1993,0.56828,-2.0776,12.103,-3.4551,2.2298,-0.61622,5.7033,-3.3808,1.5733,-1.18,5.6081,-8.1047,1.4766,-1.1805,5.7782,1
-7.0594,-5.6752,-7.3219,1.4067,0.36438,1.3222,-3.0786,-19.166,-1.382,52.32,871.05,6.2949,-6.5203,1.1381,-1.7597,8.5691,-7.256,-7.6598,-7.2212,1.5301,1.6896,1.2972,-1.038,-1.0911,-1.3739,5.1455,5.0188,6.4272,-7.0241,1.4,-1.2525,6.0284,-3.1211,0.55291,-0.74017,4.442,-3.9571,1.5167,-1.2324,5.9016,-3.4183,0.73286,-0.55057,3.5765,2.1267,3.2731,0.12529,4.3138,-2.823,2.0176,-0.81124,4.2258,-2.3187,2.3984,-0.65714,4.7728,-2.154,1.3465,-1.2139,5.8827,-6.8243,1.0564,-1.6577,7.8774,-3.23,2.35,-0.41887,6.1626,-3.0883,1.5581,-1.1135,5.3358,-8.0857,1.4161,-1.2623,6.2099,1
-6.7506,-5.5129,-6.3824,1.5638,0.38511,1.0529,-6.0497,-24.502,-6.2433,119.66,1129.6,140.33,-6.1061,0.97165,-1.7918,8.337,-6.9546,-7.657,-7.1811,1.5196,1.6053,1.4691,-0.97622,-1.0747,-1.3727,4.6054,5.1522,6.2736,-6.9187,1.3867,-1.1434,5.916,-3.1718,0.5633,-0.71498,4.3038,-3.9011,1.5402,-1.1604,5.4159,-3.4678,0.6432,-0.51172,3.6675,2.3472,2.9634,0.20143,4.744,-2.9496,1.9442,-0.8556,4.5417,-1.5483,1.4397,-0.9824,7.5714,-1.8755,1.3563,-1.2448,5.7704,-6.83,1.3703,-1.3959,6.1231,-2.9064,2.1143,-0.50272,6.2949,-3.0928,1.5605,-1.0676,5.2242,-7.9482,1.4286,-1.3106,6.0855,1
-6.774,-5.4786,-6.0318,1.2396,0.37849,0.64413,-1.5137,-26.594,-2.1491,6.7672,1265.3,9.6327,-6.0294,1.0668,-1.8547,8.7429,-6.7925,-7.5434,-6.9492,1.5797,1.7873,1.3283,-1.3509,-1.2908,-1.3841,6.6229,7.5069,6.4402,-6.7683,1.3688,-1.2148,6.0851,-3.0845,0.51945,-0.69977,4.3409,-3.8323,1.5745,-1.2133,5.5552,-3.3943,0.61041,-0.56775,3.9652,2.3825,2.9886,0.080607,4.7627,-2.8922,1.8167,-0.78569,4.4239,-1.865,1.9164,-0.91884,5.5988,-1.8682,1.142,-1.4616,7.5078,-6.7737,1.3082,-1.3965,6.0036,-2.913,2.0956,-0.73797,5.3612,-3.0049,1.5343,-1.1535,6.1788,-7.7912,1.3636,-1.2848,5.9355,1
